D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_01_739.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_01_739.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_01_739.jpg,0,0,0,6.461732E-06
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_01_858.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_01_858.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_01_858.jpg,0,0,0,4.046236E-06
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_01_978.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_01_978.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_01_978.jpg,0,0,0,4.263768E-06
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_02_096.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_02_096.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_02_096.jpg,0,0,0,4.625546E-06
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_02_213.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_02_213.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_02_213.jpg,0,0,0,2.302648E-05
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_02_330.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_02_330.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_02_330.jpg,0,0,0,1.935561E-05
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_02_449.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_02_449.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_02_449.jpg,0,0,0,4.709375E-06
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_02_564.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_02_564.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_02_564.jpg,0,0,0,8.969436E-06
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_02_687.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_02_687.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_02_687.jpg,0,0,0,1.440564E-05
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_02_818.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_02_818.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_02_818.jpg,0,0,0,1.466944E-05
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_02_947.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_02_947.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_02_947.jpg,0,0,0,5.89209E-06
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_03_075.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_03_075.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_03_075.jpg,0,0,0,3.204066E-06
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_03_212.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_03_212.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_03_212.jpg,0,0.4082007,0,0.48017
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_03_325.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_03_325.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_03_325.jpg,0,0.7285899,0,1.193688
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_03_402.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_03_402.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_03_402.jpg,0,0.9417996,0,2.109734
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_03_510.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_03_510.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_03_510.jpg,0,0.5817483,0,3.084316
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_03_612.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_03_612.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_03_612.jpg,0,0.2712864,0,3.479213
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_03_730.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_03_730.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_03_730.jpg,0,0,0,3.498994
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_03_849.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_03_849.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_03_849.jpg,0,0,0,3.456913
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_03_977.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_03_977.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_03_977.jpg,0,0,0,3.415336
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_04_104.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_04_104.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_04_104.jpg,0,0,0,3.367459
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_04_229.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_04_229.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_04_229.jpg,0,0,0,3.326959
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_04_350.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_04_350.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_04_350.jpg,0,0,0,3.286946
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_04_476.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_04_476.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_04_476.jpg,0,0,0,3.247415
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_04_599.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_04_599.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_04_599.jpg,-0.2,0,0,3.197273
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_04_717.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_04_717.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_04_717.jpg,-0.45,0,0,3.148874
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_04_835.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_04_835.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_04_835.jpg,0,0,0,3.09808
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_04_958.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_04_958.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_04_958.jpg,0,0,0,3.054645
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_05_077.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_05_077.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_05_077.jpg,0,0,0,3.024
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_05_197.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_05_197.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_05_197.jpg,0,0,0,2.987633
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_05_316.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_05_316.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_05_316.jpg,0,0,0,2.951704
D:\B.Harish\Data Collection\IMG\center_2021_01_16_15_20_05_433.jpg,D:\B.Harish\Data Collection\IMG\left_2021_01_16_15_20_05_433.jpg,D:\B.Harish\Data Collection\IMG\right_2021_01_16_15_20_05_433.jpg,0,0,0,2.916205
